Aliment,EnergieUE (kcal/100g),Protéines (g/100g),Eau (g/100g),Glucides (g/100g),Lipides (g/100g)
Museau de boeuf en vinaigrette,167.1,11.3,0.0,1.0,13.1
Museau de porc vinaigrette,183.66,8.22,74.7,1.02,16.3
"Myrtille, crue",48.61,0.81,84.2,10.6,0.33
"Myrtille, surgelée, crue",42.19,0.68,84.3,8.9,0.43
Navarin d'agneau aux légumes,107.92,9.72,73.8,4.12,5.84
"Navet, cuit",20.6,0.9,93.4,3.8,0.2
"Navet, pelé, cru",22.98,0.82,91.9,4.7,0.1
"Navet, surgelé, cru",13.22,0.9,95.7,2.0,0.18
Nectar d'abricot,55.91,0.21,84.9,13.7,0.03
Nectar de banane,55.75,0.23,86.7,13.6,0.048
Nectar de fruit de la passion ou maracuja,62.9,0.3,85.5,15.2,0.1
Nectar de goyave,47.2,0.14,88.0,11.3,0.16
Nectar de mangue,50.75,0.2,87.0,12.3,0.083
Nectar de papaye,57.63,0.17,85.0,13.9,0.15
Nectar de pêche,49.73,0.22,85.6,12.1,0.05
Nectar de poire,60.35,0.19,84.0,14.8,0.043
Nectar d'orange,37.04,0.29,89.7,8.79,0.08
"Nectar multifruit, multivitaminé",47.06,0.24,87.4,11.3,0.1
"Nectar multifruit, standard",48.0,0.3,87.2,11.5,0.089
"Nectarine ou brugnon, pulpe et peau, crue",43.03,1.16,87.6,8.9,0.31
Nem ou Pâté impérial,219.12,6.48,54.8,23.1,11.2
"Nem ou Pâté impérial, au porc, cuit",232.22,6.88,53.6,22.6,12.7
"Nem ou Pâté impérial, au poulet, cuit",188.74,8.06,57.1,20.9,8.1
"Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit",207.36,7.44,55.0,23.7,9.2
Neufchâtel,290.3,18.8,54.8,0.0,23.9
Noisette,650.56,13.9,4.46,6.99,63.0
Noisette grillée,672.44,14.4,2.52,5.21,66.0
"Noisette grillée, salée",635.08,13.4,0.0,7.67,61.2
"Noix de cajou, grillée, salée",613.1,15.2,1.51,26.7,49.5
"Noix de coco, amande immature, fraîche",339.7,3.33,47.0,6.22,33.5
"Noix de coco, amande mûre, fraîche",344.5,3.6,45.8,7.15,33.5
"Noix de coco, amande, sèche",657.42,6.62,2.63,8.56,66.3
Noix de macadamia,718.06,7.14,1.45,8.35,72.9
"Noix de macadamia, grillée, salée",699.76,7.04,1.61,9.95,70.2
Noix de muscade,461.9,5.3,6.22,28.5,36.3
Noix de pécan,712.76,9.57,2.73,5.27,72.6
"Noix de pécan, salées",717.8,10.2,0.0,5.0,73.0
Noix du Brésil,680.62,14.8,2.76,5.28,66.7
"Noix, fraîche",681.1,14.3,2.8,11.3,64.3
"Noix, séchée, cerneaux",689.22,14.0,4.0,6.88,67.3
"Nori (Porphyra sp.), séchée ou déshydratée",182.67,31.5,6.54,10.5,1.63
Nougat glacé,257.32,4.83,52.3,25.3,15.2
Nougat ou touron,509.8,8.25,1.95,62.5,25.2
"Nouilles asiatiques aromatisées, déshydratées",355.8,11.2,0.0,71.0,3.0
"Nouilles asiatiques cuites, aromatisées",97.38,4.78,73.4,9.89,4.3
"Nouilles asiatiques cuites, nature, non salées",161.7,3.5,66.9,21.4,6.9
Nouilles sautées/poêlées aux crevettes,100.12,4.88,76.4,12.5,3.4
"Oeuf de caille, cru",153.94,13.1,74.4,0.41,11.1
"Oeuf de cane, cru",181.44,13.0,70.8,1.31,13.8
"Oeuf de dinde, cru",166.42,13.7,72.5,1.13,11.9
"Oeuf d'oie, cru",180.5,13.8,70.4,1.4,13.3
"Oeuf, à la coque",141.5,12.2,76.0,1.08,9.82
"Oeuf, au plat, sans matière grasse",146.72,13.8,74.6,1.01,9.72
"Oeuf, blanc (blanc d'oeuf), cru",48.31,10.8,87.6,0.85,0.19
"Oeuf, blanc (blanc d'oeuf), cuit",47.21,10.3,87.8,1.12,0.17
"Oeuf, blanc (blanc d'oeuf), en poudre",355.72,81.2,5.8,7.73,0.0
"Oeuf, brouillé, avec matière grasse",145.44,9.99,76.4,1.62,11.0
"Oeuf, cru",140.35,12.7,76.3,0.27,9.83
"Oeuf, dur",133.66,13.5,76.5,0.52,8.62
"Oeuf, en poudre",582.04,47.9,3.39,3.11,42.0
"Oeuf, jaune (jaune d'oeuf), cru",306.66,15.5,55.0,1.09,26.7
"Oeuf, jaune (jaune d'oeuf), cuit",340.14,16.0,50.3,1.31,30.1
"Oeuf, jaune (jaune d'oeuf), en poudre",660.48,34.1,2.87,2.77,57.0
"Oeuf, poché",138.79,12.5,75.7,0.89,9.47
"Oeufs de cabillaud, fumés, semi-conserve",145.8,26.9,67.0,0.1,4.2
"Oeufs de lompe, semi-conserve",111.03,10.4,76.0,1.0,7.27
"Oeufs de saumon, semi-conserve",222.1,30.4,49.0,1.5,10.5
"Oie, viande crue",154.48,22.6,68.3,0.0,7.12
"Oie, viande et peau, crue",365.2,15.7,49.7,0.0,33.6
"Oie, viande et peau, rôtie/cuite au four",297.9,25.2,52.0,0.0,21.9
"Oie, viande, rôtie/cuite au four",230.3,29.0,54.6,0.0,12.7
Oignon au vinaigre,14.04,0.56,93.0,2.5,0.2
"Oignon, cru",34.98,1.1,89.6,6.25,0.62
"Oignon, cuit",31.8,1.3,90.4,6.2,0.2
"Oignon, séché",339.94,8.95,3.93,75.0,0.46
"Oignon, surgelé, cru",26.96,1.08,91.1,5.39,0.12
"Olive noire, à l'huile (à la grecque)",308.46,2.19,45.7,0.0,33.3
"Olive noire, en saumure",160.32,1.38,74.9,0.0,17.2
"Olive verte, en saumure",139.72,1.25,77.6,0.38,14.8
"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",147.6,2.09,75.0,0.61,15.2
"Omble chevalier, cru",103.5,19.8,77.6,0.0,2.7
Omelette au fromage,257.86,17.7,58.1,3.34,19.3
Omelette aux champignons,126.12,8.09,78.8,2.74,9.2
Omelette aux fines herbes,147.44,9.5,75.9,2.16,11.2
Omelette aux lardons,207.72,12.5,65.0,1.63,16.8
Omelette norvégienne,208.42,2.68,54.3,34.8,6.5
"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",167.42,9.86,70.9,5.22,11.9
"Orange, pulpe, crue",39.16,1.06,86.9,7.92,0.36
Oreille de porc demi-sel,228.3,22.5,61.3,0.6,15.1
"Orge entière, crue",289.5,11.0,9.44,56.2,2.3
"Orge perlée, bouilli/cuite à l'eau, non salée",110.6,2.26,68.8,24.4,0.44
"Orge perlée, crue",324.48,9.91,10.1,68.6,1.16
"Origan, séché",180.12,9.0,9.93,26.4,4.28
"Ormeau, cru",110.63,17.1,74.6,8.69,0.83
"Orphie commune, crue",138.39,21.3,70.1,0.0,5.91
"Oseille, crue",19.81,1.89,93.0,1.6,0.65
Ossau-Iraty,429.8,24.2,33.8,0.0,37.0
Osso buco,100.54,12.5,77.4,3.5,4.06
Paëlla,143.94,7.86,66.9,17.1,4.9
Pain (aliment moyen),271.1,8.22,29.3,55.1,1.98
"Pain au chocolat feuilleté, artisanal",419.82,6.38,19.7,47.5,22.7
"Pain au chocolat, préemballé",419.44,6.46,18.6,48.0,22.4
"Pain au lait aux pépites de chocolat, préemballé",363.58,8.52,21.8,52.0,13.5
"Pain au lait, artisanal",424.66,8.49,16.8,49.3,21.5
"Pain au lait, préemballé",348.98,8.52,22.3,54.2,10.9
Pain au son,240.32,8.3,33.3,44.4,3.28
Pain aux raisins (viennoiserie),325.04,5.11,25.8,55.9,9.0
Pain blanc maison (avec farine pour machine à pain),247.74,7.81,33.9,52.1,0.9
Pain brioché ou viennois,345.46,9.76,20.3,55.5,9.38
Pain complet ou intégral (à la farine T150),237.3,10.2,37.8,40.8,3.7
"Pain courant français, 400g ou boule",257.6,7.9,36.9,52.0,2.0
Pain de campagne maison (avec farine pour machine à pain),226.82,7.98,37.3,46.7,0.9
"Pain de mie brioché, préemballé",311.8,7.92,0.0,50.5,8.68
"Pain de mie, au son",260.86,6.84,34.3,46.0,5.5
"Pain de mie, complet",245.38,8.51,35.4,43.7,4.06
"Pain de mie, courant",272.79,7.61,31.8,50.8,4.35
"Pain de mie, multicéréale",258.33,8.81,34.4,43.6,5.41
"Pain de mie, sans croûte, préemballé",245.5,7.22,39.5,46.1,3.58
"Pain de seigle, et froment",218.68,5.58,36.0,46.3,1.24
Pain d'épices,328.41,3.38,19.3,74.2,2.01
"Pain grillé brioché, tranché, préemballé",408.31,10.6,4.45,70.8,9.19
Pain grillé suédois au blé complet,379.6,10.5,5.8,66.4,8.0
Pain grillé suédois au froment,383.81,8.89,5.5,68.5,8.25
Pain grillé suédois aux fruits,387.12,7.98,6.7,70.8,8.0
Pain grillé suédois aux graines de lin,374.2,10.3,0.0,63.0,9.0
"Pain grillé, domestique",326.28,9.56,13.2,69.4,1.16
"Pain grillé, tranches, au froment",390.48,9.76,3.65,74.0,6.16
"Pain grillé, tranches, multicéréale",400.77,12.4,4.0,68.6,8.53
Pain panini,264.14,7.66,30.9,55.9,1.1
Pain perdu,228.97,6.0,51.9,29.8,9.53
Pain pita,250.4,7.53,34.1,53.0,0.92
"Pain pour hamburger ou hot dog (bun), complet, préemballé",272.51,8.89,0.0,46.3,5.75
"Pain pour hamburger ou hot dog (bun), préemballé",283.23,9.07,30.9,49.7,5.35
"Pain, baguette ou boule, au levain",253.74,7.41,34.4,53.1,1.3
"Pain, baguette ou boule, aux céréales et graines, artisanal",267.3,8.95,28.2,49.1,3.9
"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",232.57,8.68,35.7,47.1,1.05
"Pain, baguette ou boule, bis (à la farine T80 ou T110) ",253.37,8.6,30.2,54.0,0.33
"Pain, baguette ou boule, de campagne",258.49,8.03,31.0,54.5,0.93
"Pain, baguette, courante",273.5,8.55,28.2,54.2,2.5
"Pain, baguette, de tradition française",278.22,7.98,27.5,59.1,1.1
"Pain, baguette, sans sel",271.9,8.55,26.9,56.5,1.3
"Pain, sans gluten",247.38,2.62,33.8,51.8,3.3
"Palet ou galette de légumes, préfrit, surgelé",88.52,3.29,80.5,6.6,5.44
"Palet ou galette de légumes, préfrit, surgelé, cuit",101.62,4.13,78.2,8.45,5.7
Palette à la diable,116.95,13.5,0.0,2.08,6.07
"Palmier, artisanal",489.92,5.93,6.12,53.1,28.2
"Pamplemousse chinois, pulpe, cru",37.88,0.76,89.1,8.62,0.04
Pan bagnat,211.32,7.95,51.2,30.3,6.48
Panaché (limonade et bière),21.32,0.16,92.5,5.17,0.0
Panaché préemballé (<1° alc.),21.64,0.48,94.0,4.93,0.0
"Panais, cru",50.16,1.54,80.6,10.1,0.4
"Panais, cuit",61.58,1.32,80.2,13.4,0.3
Pancetta ou Poitrine roulée sèche,346.2,21.0,43.9,0.75,28.8
"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",79.0,17.5,80.6,0.0,1.0
"Pangasius ou Poisson-chat, cru",65.43,13.5,83.8,0.0,1.27
"Panna cotta, rayon frais",196.34,2.41,60.7,22.6,10.7
"Papaye, pulpe, crue",44.44,0.58,87.8,9.9,0.28
Paprika,248.9,14.1,11.2,19.1,12.9
Parmentier de canard,142.86,6.82,69.9,8.51,9.06
"Parmentier de canard, cuit",161.8,7.0,68.5,10.5,10.2
Parmesan,431.1,34.2,31.3,0.0,32.7
"Pastèque, pulpe, crue",33.17,0.62,90.9,7.38,0.13
Pastilla au poulet,215.4,12.3,54.8,14.1,12.2
Pastis,11.64,0.0,59.6,2.91,0.0
"Patate douce, crue",80.59,1.51,78.8,18.3,0.15
"Patate douce, cuite",56.91,1.69,78.0,12.2,0.15
"Patate douce, purée, cuisinée à la crème",70.8,1.1,0.0,12.1,2.0
Pâté (aliment moyen),322.64,13.2,49.8,7.61,26.6
Pâte à pizza crue,236.05,7.05,0.0,44.2,3.45
Pâte à pizza cuite,316.1,7.75,25.2,55.3,7.1
"Pâte à pizza fine, crue",271.01,7.38,36.2,44.6,7.01
Pâte à tartiner chocolat et noisette,543.28,5.02,0.38,57.9,32.4
Pâté au poivre vert,357.6,10.1,48.1,1.45,34.6
Pâté breton,361.52,11.0,50.0,2.88,34.0
"Pâte brisée, crue",371.54,5.41,28.6,43.6,19.5
"Pâte brisée, matière grasse végétale, cuite",500.68,7.47,4.9,58.3,26.4
"Pâte brisée, pur beurre, crue",378.06,5.74,0.0,44.9,19.5
"Pâte brisée, pur beurre, surgelée, crue",382.1,5.65,0.0,43.3,20.7
"Pâte d'amande, préemballée",453.8,9.0,6.15,58.1,20.6
Pâté de foie de porc,354.54,10.8,50.7,2.91,33.3
"Pâté de foie de porc, supérieur",340.6,13.0,47.6,2.4,31.0
Pâté de foie de volaille,276.26,13.8,58.1,3.74,22.9
Pâté de foie d'oie,458.48,11.4,37.0,4.67,43.8
Pâte de fruits,326.4,0.0,15.4,81.6,0.0
Pâté de gibier,283.0,15.0,0.0,4.0,23.0
Pâté de lapin,255.0,16.3,62.5,2.0,20.2
Pâté en croûte,289.5,11.0,45.4,22.9,17.1
"Pâte feuilletée pur beurre, crue",361.74,5.51,30.9,39.7,20.1
"Pâte feuilletée pur beurre, cuite",515.0,5.95,7.15,53.5,30.8
"Pâte feuilletée pur beurre, surgelée crue",393.36,4.99,0.0,35.3,25.8
"Pâte feuilletée, cuite",524.16,7.19,3.94,54.1,31.0
"Pâte feuilletée, matière grasse végétale, crue",370.56,5.34,29.5,41.4,20.4
"Pâte feuilletée, surgelée, crue",392.92,3.28,31.8,33.3,27.4
Pâté ou terrine aux champignons (forestier),327.02,12.6,50.8,5.93,28.1
Pâté ou terrine de campagne,316.58,14.7,49.8,7.07,25.5
"Pâte phyllo ou Pâte filo, crue",285.6,7.1,32.6,50.8,6.0
"Pâte sablée pur beurre, crue",380.4,5.95,0.0,53.6,15.8
"Pâte sablée pur beurre, cuite",464.9,6.2,7.2,63.0,20.9
"Pâte sablée pur beurre, surgelée, crue",420.7,4.9,0.0,60.9,17.5
"Pâte sablée, crue",401.64,5.31,0.0,51.0,19.6
"Pâte sablée, cuite",501.8,5.7,3.4,64.4,24.6
"Pâtes à la bolognaise (spaghetti, tagliatelles…)",93.07,5.32,78.8,8.79,4.07
"Pâtes à la carbonara (spaghetti, tagliatelles…)",170.34,5.91,66.0,17.1,8.7
"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)",158.88,7.17,0.0,15.9,7.4
"Pâtes fraîches farcies (ex : ravioli), aux légumes, crues",248.74,9.4,0.0,41.4,5.06
"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues",267.71,11.4,35.3,42.5,5.79
"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites",168.77,6.63,60.3,25.1,4.65
"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues",259.93,9.98,37.5,42.2,5.69
"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites",168.44,5.81,60.5,23.7,5.6
"Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites",148.06,5.19,64.6,20.8,4.9
"Pâtes fraîches farcies (ex : raviolis), cuites (aliment moyen)",149.62,5.95,65.1,21.6,4.38
"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues",210.81,11.3,53.1,24.1,7.69
"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites",130.94,5.35,69.8,18.7,3.86
"Pâtes fraîches, aux œufs, crues",272.43,10.1,0.0,53.8,1.87
"Pâtes fraîches, aux œufs, cuites, non salées",162.74,5.76,59.1,32.0,1.3
"Pâtes sèches standard, crues",347.31,17.0,17.1,65.8,1.79
"Pâtes sèches standard, cuites, non salées",120.91,3.99,68.3,25.0,0.55
"Pâtes sèches, au blé complet, crues",337.4,11.8,11.0,67.6,2.2
"Pâtes sèches, au blé complet, cuites, non salées",119.9,4.55,67.5,23.4,0.9
"Pâtes sèches, aux œufs, crues",370.48,14.0,9.01,68.0,4.72
"Pâtes sèches, aux œufs, cuites, non salées",128.28,4.57,68.1,23.0,2.0
"Pâtes sèches, sans gluten, crues",351.84,6.17,0.0,79.0,1.24
"Pâtes sèches, sans gluten, cuites, non salées",159.86,3.09,60.1,34.4,1.1
Pâtisserie (aliment moyen),350.18,5.12,30.5,43.5,17.3
Paupiette de veau,207.16,14.6,62.1,8.39,12.8
"Paupiette de veau, cuite au four",274.42,22.0,54.8,0.48,20.5
Paupiette de volaille,151.19,17.4,65.6,7.28,5.83
"Pavot, graine",521.5,19.7,5.17,13.7,43.1
"Pêche au sirop léger, appertisée, égouttée",57.2,0.5,83.9,13.8,0.0
"Pêche au sirop léger, appertisée, non égouttée",58.34,0.4,84.3,14.1,0.038
Pêche melba,117.51,1.91,73.6,18.4,4.03
"Pêche, pulpe et peau, crue",43.29,1.08,88.6,9.0,0.33
"Pêche, sèche",304.6,5.0,7.5,68.9,1.0
"Pecten d'Amérique ou Peigne du canada, noix, crue",81.18,17.3,78.7,1.78,0.54
Pélardon (fromage de chèvre),345.4,23.8,43.6,0.0,27.8
"Perche du Nil, crue",82.52,19.1,79.0,0.0,0.68
"Perche, crue",85.51,18.7,79.7,0.0,1.19
"Perche, rôtie/cuite au four",119.18,22.1,73.7,0.0,3.42
"Persil, frais",34.11,3.63,85.5,3.48,0.63
"Persil, séché",231.26,29.0,3.95,16.8,5.34
"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",370.3,10.5,5.0,67.9,6.3
Pétales de blé chocolatés (non enrichis en vitamines et minéraux),380.6,9.11,2.1,80.1,2.64
"Pétales de blé chocolatés, enrichis en vitamines et minéraux",375.28,8.83,2.03,77.7,3.24
Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),375.0,4.4,0.0,88.0,0.6
"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",367.55,5.77,3.6,84.7,0.63
Pétales de maïs natures (non enrichis en vitamines et minéraux),373.21,8.14,0.0,82.8,1.05
"Pétales de maïs natures, enrichis en vitamines et minéraux",370.23,7.4,2.98,83.2,0.87
Pétillant de fruits,27.76,0.0,87.6,6.94,0.0
Petit pot fruit avec banane pour bébé,52.0,0.6,84.0,12.4,0.0
Petit pot fruit sans banane pour bébé,48.76,0.29,85.8,11.9,0.0
"Petit pot légumes, avec féculent, dès 4/6 mois",38.2,1.3,89.8,6.45,0.8
"Petit pot légumes, dès 4-6 mois",18.8,0.9,92.2,3.8,0.0
Petit salé ou saucisse aux lentilles,112.35,8.24,73.5,8.89,4.87
"Petits pois et carottes, appertisés, égouttés",43.61,2.57,86.7,7.59,0.33
"Petits pois et carottes, surgelés, crus",47.29,3.89,82.3,7.1,0.37
"Petits pois et carottes, surgelés, cuits",44.22,3.09,85.8,7.02,0.42
"Petits pois, appertisés, égouttés",69.4,4.85,79.5,10.7,0.8
"Petits pois, crus",56.31,5.84,79.2,7.0,0.55
"Petits pois, cuits",49.83,5.8,82.9,4.7,0.87
"Petits pois, purée",76.4,4.8,0.0,8.0,2.8
"Petits pois, surgelés, crus",62.72,5.92,80.2,8.77,0.44
"Petits pois, surgelés, cuits",54.83,5.15,79.5,7.95,0.27
"Pétoncle ou Peigne du Pérou, noix, crue",88.7,17.5,0.0,3.1,0.7
Picodon (fromage de chèvre),316.8,20.7,49.4,0.0,26.0
Pied de porc demi-sel,136.44,11.6,75.0,0.01,10.0
"Pigeon, cru",222.4,18.9,64.7,0.7,16.0
"Pigeon, viande, rôtie/cuite au four",212.6,23.9,62.0,0.0,13.0
Pignon de pin,665.04,13.7,2.45,6.31,65.0
"Pilchard, sauce tomate, appertisé, égoutté",167.72,14.9,70.0,2.28,11.0
"Piment, cru",41.16,1.87,87.9,7.7,0.32
"Pintade, crue",142.95,22.8,71.7,0.0,5.75
"Pintade, cuisse, crue",121.2,21.3,73.6,0.0,4.0
"Pintade, poitrine, crue",106.7,25.1,75.3,0.0,0.7
Piperade basquaise,61.32,1.11,84.5,5.67,3.8
Pissaladière,278.7,6.4,0.0,33.8,13.1
"Pissenlit, cru",43.41,2.84,85.3,6.1,0.85
"Pistache, grillée",574.6,18.4,2.43,18.6,47.4
"Pistache, grillée, salée",584.7,18.9,2.09,15.9,49.5
Pizza (aliment moyen),221.89,10.2,48.3,26.8,8.21
Pizza 4 fromages,239.85,11.1,46.0,26.7,9.85
"Pizza à la viande, type bolognaise",222.27,10.3,45.0,27.2,8.03
Pizza au chèvre et lardons,240.04,10.7,48.5,26.9,9.96
Pizza au chorizo ou salami,243.9,10.4,43.6,26.5,10.7
Pizza au fromage ou Pizza margherita,222.88,8.93,49.3,29.6,7.64
Pizza au poulet,209.92,9.95,48.3,27.5,6.68
Pizza au saumon,225.62,9.95,48.3,26.7,8.78
Pizza au speck ou jambon cru,236.47,12.2,47.0,25.7,9.43
Pizza au thon,215.42,10.8,0.0,23.3,8.78
Pizza aux fruits de mer,199.45,10.3,0.0,24.6,6.65
"Pizza aux lardons, oignons et fromage",251.0,11.2,0.0,27.7,10.6
Pizza aux légumes ou Pizza 4 saisons,208.2,8.35,51.8,25.7,8.0
Pizza champignons fromage,212.5,7.8,0.0,31.6,6.1
Pizza jambon fromage,213.41,10.3,45.3,28.0,6.69
"Pizza jambon fromage champignons ou pizza royale, reine ou regina",200.9,9.54,54.4,25.7,6.66
Pizza kebab,207.09,9.4,0.0,26.6,7.01
Pizza type raclette ou tartiflette,271.5,11.8,0.0,27.5,12.7
"Pizza, sauce garniture pour",27.85,2.12,87.4,3.2,0.73
"Plat légumes, avec féculent et lait/crème, dès 12 mois",79.1,2.3,83.2,9.6,3.5
"Plat légumes, avec féculent et lait/crème, dès 18 mois",62.74,2.57,0.0,8.75,1.94
"Plat légumes, avec féculent et lait/crème, dès 6-8 mois",43.8,1.8,87.6,7.8,0.6
"Plat légumes, avec féculent et lait/crème, dès 8-12 mois",72.3,2.1,83.6,8.1,3.5
"Plat légumes, avec féculent et viande/poisson, dès 12 mois",71.9,2.5,85.5,8.95,2.9
"Plat légumes, avec féculent et viande/poisson, dès 18 mois",65.18,2.82,0.0,9.02,1.98
"Plat légumes, avec féculent et viande/poisson, dès 6-8 mois",52.4,3.6,86.3,5.9,1.6
"Plat légumes, avec féculent et viande/poisson, dès 8-12 mois",50.07,2.8,86.1,6.77,1.31
"Plat légumes, avec féculent, dès 6-8 mois",38.7,1.2,88.6,6.9,0.7
"Plie commune, crue",88.46,20.0,77.7,0.0,0.94
"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",71.21,3.13,0.0,5.83,3.93
"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",25.61,1.89,91.4,1.79,1.21
"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",43.29,1.61,86.5,5.23,1.77
"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",40.33,2.6,87.3,3.5,1.77
"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts",164.0,3.2,65.0,16.2,9.6
"Poire au sirop léger, appertisée, non égouttée",60.28,0.3,83.7,14.5,0.12
Poire belle Hélène,191.09,2.74,60.7,23.5,9.57
"Poire, pulpe et peau, crue",47.99,0.49,83.5,10.9,0.27
"Poire, pulpe, crue",43.7,0.3,85.1,10.4,0.1
"Poireau, cru",28.21,1.59,87.6,4.9,0.25
"Poireau, cuit",18.2,1.1,92.0,3.0,0.2
"Poireau, surgelé, cru",31.56,1.48,93.2,3.35,1.36
"Pois cassé, cuit",112.45,8.46,64.4,16.3,1.49
"Pois cassé, sec",312.16,22.8,8.33,52.0,1.44
"Pois chiche, appertisé, égoutté",111.52,6.85,72.1,15.0,2.68
"Pois chiche, cuit",131.04,8.31,62.0,17.7,3.0
"Pois chiche, sec",324.65,20.5,8.99,47.5,5.85
"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau",26.72,3.27,91.7,3.41,0.0
"Pois mange-tout ou pois gourmand, cru",39.55,3.08,88.3,6.2,0.27
"Pois mange-tout ou pois gourmands, cuits",41.1,3.5,86.6,5.92,0.38
Poisson blanc à la bordelaise,170.0,14.8,67.5,4.3,10.4
Poisson blanc à la florentine (sauce aux épinards),95.55,11.2,0.0,2.9,4.35
"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)",80.0,11.5,0.0,2.2,2.8
Poisson blanc à la parisienne (sauce aux champignons),69.61,8.94,84.2,1.15,3.25
Poisson blanc à la provençale ou niçoise (sauce tomate),61.5,9.31,83.6,0.89,2.3
Poisson blanc à la sauce moutarde,90.8,9.2,0.0,5.4,3.6
Poisson blanc à l'estragon,77.2,8.8,0.0,4.2,2.8
Poisson blanc sauce oseille,102.58,11.8,78.6,1.47,5.5
"Poisson blanc, cuit (aliment moyen)",106.54,22.0,74.2,0.0,2.06
"Poisson blanc, de mer, cuit (aliment moyen)",105.1,22.0,74.2,0.0,1.9
Poisson cuit (aliment moyen),142.92,23.4,69.4,0.0,5.48
"Poisson en sauce, surgelé",123.33,13.3,75.0,1.67,7.05
"Poisson pané, frit",191.2,11.9,62.2,13.4,10.0
"Poisson pané, surgelé, cru",159.97,11.0,64.8,16.1,5.73
"Poisson, croquette ou beignet ou nuggets, frit",249.7,13.2,50.5,18.4,13.7
Poitrine de porc demi-sel,265.68,16.8,56.5,0.12,22.0
"Poitrine de porc, fumée, crue",300.46,15.6,53.9,0.79,26.1
"Poivre blanc, poudre",257.79,11.4,11.4,48.3,2.11
Poivre de Cayenne ou piment de Cayenne,321.3,12.0,8.05,29.4,17.3
"Poivre gris, poudre",232.54,12.1,12.5,38.7,3.26
"Poivre noir, poudre",270.3,11.4,9.0,39.3,7.5
"Poivron jaune, cru",27.57,1.0,92.0,5.42,0.21
"Poivron rouge, appertisé, égoutté",28.25,0.91,90.3,4.42,0.77
"Poivron rouge, cru",25.63,1.12,91.9,4.5,0.35
"Poivron rouge, cuit",35.54,1.21,90.9,7.0,0.3
"Poivron vert, cru",16.32,0.74,93.8,2.8,0.24
"Poivron vert, cuit",14.96,0.93,92.0,2.36,0.2
"Poivron, vert, jaune ou rouge, cru",23.83,0.8,92.1,4.55,0.27
"Polenta ou semoule de maïs, cuite, non salée",62.31,1.38,83.4,13.5,0.31
"Polenta ou semoule de maïs, précuite, sèche",343.72,7.88,12.6,74.0,1.8
"Pollen, partiellement séché",335.4,21.9,7.58,52.5,4.2
"Pollen,frais",267.33,17.5,0.0,37.7,5.17
"Pomelo (dit Pamplemousse) jaune, pulpe, cru",32.9,0.69,90.5,7.31,0.1
"Pomelo (dit Pamplemousse) rose, pulpe, cru",29.14,0.77,88.1,6.2,0.14
"Pomelo (dit Pamplemousse), pulpe, cru",29.68,0.63,89.8,6.34,0.2
"Pomme Canada, pulpe, crue",48.9,0.4,84.4,11.6,0.1
"Pomme de terre dauphine, surgelée, crue",280.18,4.62,49.0,25.6,17.7
"Pomme de terre dauphine, surgelée, cuite",298.1,4.5,43.5,30.2,17.7
"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau",70.04,1.81,79.7,15.7,0.0
"Pomme de terre duchesse, surgelée, crue",173.48,2.8,65.5,23.2,7.72
"Pomme de terre duchesse, surgelée, cuite",208.26,3.44,51.5,29.5,8.5
